Zip,PC
43330.0,-0.2250061365309963
60962.0,-0.22466644972339733
29530.0,-0.22460060496370843
65629.0,-0.22363862107296695
4669.0,-0.22311721366882295
87549.0,-0.2218689135700773
74130.0,-0.22167545011720505
43721.0,-0.2206308862970124
60952.0,-0.22059364560799377
25107.0,-0.21916308633982698
49718.0,-0.21884140850440076
27831.0,-0.21864192480755643
6782.0,-0.21798069932861033
63874.0,-0.21725684673891846
43437.0,-0.2170072617764662
6798.0,-0.21596852269383082
38112.0,-0.2157116732703444
88027.0,-0.2152162852781954
26075.0,-0.2142494021954021
13202.0,-0.2136426802005921
61484.0,-0.21337656681024053
24256.0,-0.21317708657981674
70049.0,-0.2120861686673293
4492.0,-0.2116408036532235
23924.0,-0.2108192493042829
41751.0,-0.21000624931073777
35224.0,-0.20988843521766634
17564.0,-0.20943521005218035
6853.0,-0.20842966890711648
95930.0,-0.20686927687018952
16694.0,-0.20638924808682932
72037.0,-0.20626939587590964
70084.0,-0.20613122833395983
25036.0,-0.20387368988037793
44307.0,-0.20340190034385236
12785.0,-0.202753655026474
21542.0,-0.20242707675502228
49769.0,-0.2021357483265672
21659.0,-0.20128204497004132
61724.0,-0.2005965481292714
62282.0,-0.2005452669843297
39045.0,-0.2004351300353879
25083.0,-0.19936204146730463
4622.0,-0.19934851897165745
45618.0,-0.19896855764431876
8064.0,-0.19856885367985927
10118.0,-0.19772094676352078
82943.0,-0.19770356775146605
40902.0,-0.19742617176916824
21677.0,-0.1963664292961379
10526.0,-0.1962801249946492
21622.0,-0.19579938355491044
44671.0,-0.19565722923085868
44871.0,-0.19541876483185738
67524.0,-0.19515584290263438
36089.0,-0.1950047252598893
25110.0,-0.19402567017613234
61316.0,-0.19359421734795612
6103.0,-0.19347422406932532
13119.0,-0.19339331239286864
36474.0,-0.19305005401512423
87577.0,-0.19303874426573814
4488.0,-0.19302374574893913
61370.0,-0.19260069254601786
92332.0,-0.19157592990729824
24827.0,-0.19132194244604317
21631.0,-0.19129572761694644
66866.0,-0.19127795642591322
6243.0,-0.1907885410003285
51556.0,-0.19054866151564817
19367.0,-0.19035980387800144
24620.0,-0.18984072320275505
72928.0,-0.18971467048228263
74534.0,-0.18937740889532395
73571.0,-0.18855221133546257
67065.0,-0.18808781451685336
70353.0,-0.18802699237115805
4769.0,-0.18801804860109197
21648.0,-0.18778742973939705
71031.0,-0.18670861031972144
27936.0,-0.18655998255251285
19549.0,-0.18609618997871627
62701.0,-0.1849584319770963
27872.0,-0.18466948970071054
52631.0,-0.1842040143946946
61479.0,-0.18385474541983646
61474.0,-0.1837218789188209
36321.0,-0.1832275390625
6405.0,-0.1828429394580112
4257.0,-0.1827347132375945
4231.0,-0.18265569609173268
44304.0,-0.18264152166164416
4773.0,-0.18216412615827834
40824.0,-0.18184134200830918
63106.0,-0.1817942844267528
26236.0,-0.18171156681409997
4747.0,-0.18149132687542238
6850.0,-0.18082726710894045
24412.0,-0.18052467763450422
15380.0,-0.1800633823105733
71661.0,-0.17917127071823205
88030.0,-0.1785743663799801
36761.0,-0.178474862695395
72014.0,-0.17834917776659692
62054.0,-0.17633160224042602
4956.0,-0.17622145003524306
60475.0,-0.17612964376483614
50078.0,-0.17578726641800738
72083.0,-0.17534873911602541
6423.0,-0.17389022286038347
39175.0,-0.17380281690140845
24330.0,-0.17352841102415786
25139.0,-0.17338929658764937
64740.0,-0.17323502369964383
17223.0,-0.17284468117397933
21643.0,-0.1727299106902963
60479.0,-0.17235692701689376
26615.0,-0.17092168653514786
62865.0,-0.17085742403739698
62239.0,-0.17076953668721415
72441.0,-0.1683522040233044
70655.0,-0.16835204686519284
92273.0,-0.1682140725512302
6855.0,-0.1680939704866768
61324.0,-0.16806323669068768
6787.0,-0.16767143639064822
7092.0,-0.1674707881044227
1222.0,-0.16712931144770626
63551.0,-0.1668775764547982
36610.0,-0.16638848320467348
87001.0,-0.16530120191074538
21664.0,-0.1652985466427014
49775.0,-0.16522465609192244
17317.0,-0.1652126274616069
69156.0,-0.16504869582931778
15110.0,-0.16465781787259215
29378.0,-0.16380669870832082
36343.0,-0.16366493086730113
15901.0,-0.16353094308365873
54562.0,-0.16344858066105403
60974.0,-0.16333867375249111
48216.0,-0.1631893152945731
95736.0,-0.16281368922479175
40830.0,-0.1622423821720085
25067.0,-0.16200602631635994
65436.0,-0.161915566967218
4958.0,-0.16171549250013537
24185.0,-0.16157567071259013
23967.0,-0.16115827881405573
62966.0,-0.16113847572367943
44816.0,-0.16043503922343894
70444.0,-0.16040949255552994
24448.0,-0.159980863035497
17944.0,-0.1599105570198998
27981.0,-0.1598887393316157
94021.0,-0.15941023928332876
15631.0,-0.15930863614912694
48505.0,-0.1590682021349319
29932.0,-0.15902177090212297
21916.0,-0.15859796358394565
6469.0,-0.15852810874189946
94060.0,-0.1582227038742888
43359.0,-0.15815534698100658
70464.0,-0.15788091956491906
46968.0,-0.15730522426221935
49752.0,-0.1572734709092227
70397.0,-0.15713261298261053
67834.0,-0.15702783770983528
6807.0,-0.15664858999120063
62838.0,-0.15652106567534077
54536.0,-0.15649465861012196
6824.0,-0.15643827859569648
86437.0,-0.156232019367516
39477.0,-0.15575708199217342
49815.0,-0.15563656758272573
24279.0,-0.15549932366248426
71820.0,-0.15526633971389367
77368.0,-0.1551984219076352
71024.0,-0.15491510947472906
31315.0,-0.15487940630797772
15331.0,-0.15442368268142756
39212.0,-0.15421660458519706
15731.0,-0.1538770590598634
24269.0,-0.15372329806348572
6417.0,-0.15341291609524996
6377.0,-0.1534089014218115
40855.0,-0.15336068160302935
36041.0,-0.1533133796720014
85347.0,-0.15310639859618538
29164.0,-0.1530675140739929
47958.0,-0.15261201330463706
45804.0,-0.1514605889739155
64639.0,-0.15115004404423998
16631.0,-0.15104575024898814
52555.0,-0.15098681718311993
66851.0,-0.15073149850175005
70807.0,-0.15062117964594746
82945.0,-0.14992652778978305
50103.0,-0.14962424373965652
6615.0,-0.1495587732152425
65720.0,-0.14940330637239535
35808.0,-0.14930033471019627
25114.0,-0.14910969501481655
54930.0,-0.14872062376455084
61369.0,-0.14861863729235142
62297.0,-0.14813964170877353
49740.0,-0.14802323570282633
17097.0,-0.14782275215284316
36376.0,-0.14769152631234025
24076.0,-0.147388643166689
95412.0,-0.14727866217246605
4613.0,-0.14651432692199348
44682.0,-0.14640440570045138
21562.0,-0.14624599691614282
15949.0,-0.1462022068257634
49902.0,-0.1457445475056405
39146.0,-0.1456948054139805
4772.0,-0.14553535814006496
13153.0,-0.1453604058798404
32072.0,-0.14525524010457277
16639.0,-0.14493112265940775
6786.0,-0.14433534876341905
4664.0,-0.14427133623876753
65529.0,-0.14421792107108367
44683.0,-0.1441643424157906
4479.0,-0.14353686098326457
67448.0,-0.14349141675904012
40844.0,-0.1434806143852764
22473.0,-0.14326963731424858
58009.0,-0.14326068342116646
18465.0,-0.14296381943440767
24226.0,-0.14288676897552882
44104.0,-0.14261400057469995
4686.0,-0.14258365635630094
24220.0,-0.1421338706673214
43805.0,-0.1418034821460232
6878.0,-0.14160315321656244
6854.0,-0.1414663403458205
15460.0,-0.14136896545377578
29044.0,-0.14096250350652995
74722.0,-0.14091041668079796
50531.0,-0.1407833942486725
6230.0,-0.14059144581797597
62822.0,-0.14023220020141752
6419.0,-0.13992723008579663
78588.0,-0.13974512743628187
87749.0,-0.13923811205124648
45671.0,-0.13917943498991728
17071.0,-0.13903832173642122
18451.0,-0.13887567328768288
6119.0,-0.13844647229022924
45861.0,-0.13818953323903818
15943.0,-0.13809139139357685
56389.0,-0.13798032879304964
4853.0,-0.13795455722945318
66501.0,-0.13768402896943777
65786.0,-0.13767638951742298
71855.0,-0.13755514864017893
61258.0,-0.1373905429071804
35573.0,-0.1371176195225205
18844.0,-0.13668677664190126
87553.0,-0.13610978067361307
15847.0,-0.13600835644562909
44705.0,-0.1356026694213521
6614.0,-0.1353941177327487
61917.0,-0.1352395069433609
60437.0,-0.1345588388630534
25119.0,-0.13454365202304974
17098.0,-0.13378352852285608
39165.0,-0.1337287678619574
64844.0,-0.13337939202526647
24622.0,-0.13336266586388162
58276.0,-0.13293994754856203
15962.0,-0.1327019377313303
15434.0,-0.13261407318801027
57059.0,-0.13243708067976706
24216.0,-0.13241100762576483
5827.0,-0.13209265376902435
88041.0,-0.1320343466835412
35545.0,-0.13198898727583896
6851.0,-0.1316506483673873
6890.0,-0.1314132524782821
22729.0,-0.13110974208214896
4619.0,-0.1310605545243394
28725.0,-0.13093864965382745
79111.0,-0.13037784486442525
50065.0,-0.1301518438177874
6042.0,-0.13011483173767574
63770.0,-0.12982008089860148
38126.0,-0.12975560594608213
27827.0,-0.12921701254371454
15870.0,-0.12912965322256933
49967.0,-0.1290983606557377
4463.0,-0.12881675302984882
32449.0,-0.12856149241125767
67337.0,-0.1285178887462262
95511.0,-0.12846777791593222
21150.0,-0.12828126915350574
56568.0,-0.12798912319053077
43109.0,-0.12790424313360643
23934.0,-0.1278707201535048
6468.0,-0.12781923229865969
65739.0,-0.12777195820270135
18504.0,-0.12777152504220596
24069.0,-0.12745732920116565
18517.0,-0.12709110852034022
54540.0,-0.12704996694461623
41667.0,-0.12699488569844106
41606.0,-0.12673997330451917
58789.0,-0.12666193037653506
36775.0,-0.12647067811630963
62858.0,-0.12640277860949758
49638.0,-0.12620377760042564
70661.0,-0.126156665139716
24931.0,-0.12613722295416807
43788.0,-0.12609421364985163
62924.0,-0.12548304875709157
33476.0,-0.12502832540222072
70650.0,-0.12475826349834397
62476.0,-0.12440892269736842
41735.0,-0.12378815080789946
24228.0,-0.12376768109729962
67842.0,-0.1236101083032491
6001.0,-0.12354229545982204
74545.0,-0.12352657067891969
69131.0,-0.12337036565630853
41774.0,-0.12315412644633382
39041.0,-0.12305783709787817
53031.0,-0.12270731077241023
24528.0,-0.12258760792280346
71675.0,-0.12226778350214372
6117.0,-0.12221693187536184
44306.0,-0.1219486678755754
15698.0,-0.12188155114381405
56032.0,-0.12176758216362177
61940.0,-0.12129801379712803
23974.0,-0.1211516503217407
62997.0,-0.1210654608400749
25162.0,-0.12099690082644628
29567.0,-0.1209097431961154
51441.0,-0.12069736698241673
21521.0,-0.12065107119412782
25917.0,-0.1203743680450133
54450.0,-0.12018478613808779
24634.0,-0.12002083201818067
26676.0,-0.12000346981263012
60945.0,-0.11997618338791306
4912.0,-0.11942063971031985
36312.0,-0.11932307600914842
49736.0,-0.1192287934245168
61421.0,-0.11917163793212174
4955.0,-0.11916151363123711
4985.0,-0.11891369247164604
16333.0,-0.11866497303068795
62058.0,-0.11852577276927957
49934.0,-0.11851998091571657
47876.0,-0.11785333423001912
47807.0,-0.1176674125164356
15088.0,-0.11736890665846532
8888.0,-0.11720443853548783
46411.0,-0.11700978378296131
61731.0,-0.11656739570628427
64660.0,-0.11649013138855126
76253.0,-0.11648589338401286
52550.0,-0.11648481699572798
6825.0,-0.1162887661902059
44510.0,-0.11627472937663307
72320.0,-0.11611448287329565
49258.0,-0.11590730234798031
17965.0,-0.11552373775433308
20615.0,-0.11522243998595236
62257.0,-0.11503188517072963
4443.0,-0.11496486769322768
65609.0,-0.11481796918696294
48467.0,-0.1145018468039807
61074.0,-0.11403044547520468
88025.0,-0.11399638802889576
15906.0,-0.11393075836081018
62942.0,-0.1138849445446521
36301.0,-0.11378046015651264
10503.0,-0.11315377843118819
72655.0,-0.11312505165716175
22972.0,-0.11289437142764878
34138.0,-0.11287189102491699
74082.0,-0.11273389325962152
66733.0,-0.11263930772256457
22845.0,-0.11253006108812812
62939.0,-0.11241919020074856
25855.0,-0.11229288144867564
56270.0,-0.11223570894055275
82329.0,-0.11184076907453795
45155.0,-0.11184030000914662
22460.0,-0.11102894147745443
62887.0,-0.11078193567500509
50541.0,-0.11031406085577507
18823.0,-0.1101797406063639
89045.0,-0.10974022882714188
82428.0,-0.10967695672439139
60935.0,-0.10947148278690741
24736.0,-0.10915201939500799
87510.0,-0.10910190977135441
25287.0,-0.10849768080111594
61774.0,-0.10815922336401565
49788.0,-0.10774673773203455
60912.0,-0.10770386559213223
75482.0,-0.10756960702191484
15902.0,-0.10741051454138703
26291.0,-0.10714897994171095
4290.0,-0.10705278719888686
78375.0,-0.10593538692712247
65065.0,-0.10586168967107831
6830.0,-0.10563471094273875
60113.0,-0.10560574915945632
27978.0,-0.10559361224896294
23921.0,-0.10549856317399499
67660.0,-0.10532650121264064
61459.0,-0.10525193385161202
36869.0,-0.10522364512724543
19358.0,-0.10518517318996648
23045.0,-0.1045334358425583
39063.0,-0.10445205479452055
78584.0,-0.10438130097975798
62841.0,-0.10436384193154258
35587.0,-0.10365663414938536
56027.0,-0.10364970013154082
48506.0,-0.10356339084771193
17840.0,-0.10273224043715846
19936.0,-0.1026517583953462
93670.0,-0.10261363876950437
26629.0,-0.10254350405378683
70129.0,-0.10252048073131909
29446.0,-0.10220175870423459
40818.0,-0.10219787681930328
4756.0,-0.10214698509591685
10597.0,-0.10191204190352542
23897.0,-0.10164949854855779
6498.0,-0.10153644350443342
24529.0,-0.10120750144421117
25115.0,-0.10116566235305739
87412.0,-0.10110029177066122
72168.0,-0.10095981724261384
5254.0,-0.10093661002570917
18012.0,-0.10074385180235769
31906.0,-0.10062066188141094
15348.0,-0.10013686699017046
17210.0,-0.09996968165740273
4768.0,-0.09991124858305288
72435.0,-0.09960190159625865
62256.0,-0.09935501789902482
51558.0,-0.09897550940236326
54527.0,-0.09888416769984472
63387.0,-0.09877997795598799
71109.0,-0.09877934272300469
26581.0,-0.09836397710580966
8323.0,-0.09825087890080046
15635.0,-0.09819292384701044
24439.0,-0.09810209030603043
87936.0,-0.09800382733450216
61272.0,-0.09799494642272238
54541.0,-0.09792349331064323
61327.0,-0.09782334525275606
32683.0,-0.09770337814546708
56673.0,-0.09769614364884137
67475.0,-0.09753153934639537
61353.0,-0.0971840220714085
59417.0,-0.09711508404674754
62940.0,-0.09693137652996113
49264.0,-0.09688406521956587
24317.0,-0.0968332594491452
95347.0,-0.09651151766244313
18407.0,-0.09641561723112035
61334.0,-0.09634176898020547
36206.0,-0.09633547763358495
70051.0,-0.09520644742370421
50040.0,-0.09500553025841389
4406.0,-0.0946791691256293
82324.0,-0.09467704467170436
62905.0,-0.09462403684350368
1070.0,-0.09408967391304347
27968.0,-0.09379012580954553
22435.0,-0.09361019463026304
17217.0,-0.09306629540790938
3910.0,-0.09274917560561864
55726.0,-0.0926347040616512
742.0,-0.09240405109348014
18458.0,-0.09229667080382566
52771.0,-0.09204187284634102
2661.0,-0.09197921870316715
25030.0,-0.09197447193041906
59339.0,-0.09173678230533212
57791.0,-0.09166790877925175
70761.0,-0.0915514190953516
87046.0,-0.09138709963174346
62836.0,-0.0913135593220339
36426.0,-0.0912770972276537
22570.0,-0.0911200936279861
29105.0,-0.09107065531177828
49927.0,-0.09099591773858122
52585.0,-0.09090995903322224
6489.0,-0.09089748808201506
61912.0,-0.0905717723041854
62361.0,-0.09018241719663521
55702.0,-0.09015004896432334
71865.0,-0.09009542462820834
36034.0,-0.08966614379957503
4684.0,-0.08952452999139299
56276.0,-0.0893854748603352
61949.0,-0.08894970338766976
61924.0,-0.08892204516089337
63853.0,-0.08882446351306071
6040.0,-0.08870390688355674
48503.0,-0.08863083490154679
15472.0,-0.08827343460540941
58265.0,-0.08816821097647898
62206.0,-0.0881326806915226
18519.0,-0.08794296560897963
72390.0,-0.08766370127142911
78402.0,-0.0875623825264113
71034.0,-0.08717900123187719
25848.0,-0.08686655017014623
22443.0,-0.08660969392119626
62551.0,-0.08623595505617977
28526.0,-0.08595430107526882
24161.0,-0.085793893129771
35542.0,-0.08568235306760663
5071.0,-0.08558609708522273
2534.0,-0.08548405969431803
35555.0,-0.08542623848406218
48432.0,-0.0853522532952385
88267.0,-0.08531021498314287
58071.0,-0.08528856822270559
88426.0,-0.08527995399985625
58273.0,-0.08515393544586705
95229.0,-0.08498109267770973
27845.0,-0.08488686037541784
4942.0,-0.08452779638312123
35217.0,-0.0842234108553128
24554.0,-0.08407247476221043
24981.0,-0.08406160598816476
6479.0,-0.08398788823599952
21835.0,-0.08389220035990856
38841.0,-0.08356599906395752
23839.0,-0.08340850002652943
15744.0,-0.08332121180064266
67520.0,-0.0833185189399057
45782.0,-0.08324642431466031
55787.0,-0.083156419542383
78594.0,-0.0829090441849633
63847.0,-0.08281585860998328
63851.0,-0.08246620487626255
39525.0,-0.08236751949850572
38642.0,-0.08231468657794906
21627.0,-0.08231031876352074
66782.0,-0.08152636054421769
24430.0,-0.08141670527500165
63653.0,-0.08140526976160602
66858.0,-0.08127200323195014
25901.0,-0.08126579178771386
65660.0,-0.08126393522551098
70753.0,-0.0812373276136535
29516.0,-0.08117108132321371
44621.0,-0.08105962017777973
15376.0,-0.08079961841397192
58634.0,-0.08077830863147781
48636.0,-0.0806577464381701
70715.0,-0.08003692753555444
70789.0,-0.08002044051393292
29437.0,-0.07999163153274845
46170.0,-0.07996193750383694
88028.0,-0.07975625476064921
38036.0,-0.07966133584195673
36860.0,-0.07929947822493155
6084.0,-0.07902153316106804
86512.0,-0.07897209554925304
15430.0,-0.07890067622060921
46407.0,-0.07890017931858936
44128.0,-0.07888830462607893
8352.0,-0.07885203959638468
70615.0,-0.07880939692050642
5059.0,-0.07872388461471666
87747.0,-0.07865058829273056
6412.0,-0.07844502739851338
62910.0,-0.07843797070794475
54840.0,-0.07843408876821632
65320.0,-0.07828922634323357
18454.0,-0.07822500864134256
25047.0,-0.0781189980389382
26210.0,-0.07809642129965144
15948.0,-0.07802280395950938
24363.0,-0.07791316978695934
64467.0,-0.0779067138874237
15680.0,-0.07786207044765855
47870.0,-0.07759248266824957
80754.0,-0.07734629045305276
35544.0,-0.0772922924472796
96771.0,-0.07657531490518327
79018.0,-0.0765122396503718
49722.0,-0.07649287860969554
4464.0,-0.07641239260609216
70801.0,-0.07634546476498279
87317.0,-0.07633587786259542
36855.0,-0.07615119099778792
56229.0,-0.07605603214246932
4271.0,-0.07584745489794473
75687.0,-0.07547975627811628
48456.0,-0.07543914071891117
62273.0,-0.07523897625655257
61929.0,-0.07518746801361785
23976.0,-0.0751412624630644
49852.0,-0.0750596287462408
17974.0,-0.07500844553834274
47344.0,-0.07486676254124017
48756.0,-0.07475433451664351
6413.0,-0.0745038929991692
16220.0,-0.07443907675791733
24380.0,-0.07411468804121737
50066.0,-0.07408524559734564
67865.0,-0.07402943777277006
43414.0,-0.07390609600903254
14827.0,-0.07371765978545028
48613.0,-0.07369847852714961
54488.0,-0.07357577757897388
23004.0,-0.07342792743593053
65461.0,-0.07341837628586446
24555.0,-0.07319755421633749
26690.0,-0.07312299381507868
63956.0,-0.07311924913416809
22469.0,-0.07294841377758189
70373.0,-0.07287880340936867
61060.0,-0.07259200633161852
49725.0,-0.0724234293412307
28076.0,-0.07241556408814107
61041.0,-0.07227839568587799
48633.0,-0.07218660859430114
57737.0,-0.07211094127683776
27925.0,-0.07209277121491275
55725.0,-0.07167054167215016
36039.0,-0.07164213431462742
17980.0,-0.07158580345565842
94569.0,-0.07158457759294283
4476.0,-0.07157055932093286
4426.0,-0.07121020451191229
6480.0,-0.07075407143834679
26325.0,-0.07068335941575378
67483.0,-0.07027485495132264
12568.0,-0.07011965328811004
83113.0,-0.0700326997910631
10932.0,-0.06997500276212573
17855.0,-0.06992085905321084
87718.0,-0.069754300434891
56517.0,-0.0696097956311686
29104.0,-0.06947074955681147
54564.0,-0.06945260245940467
31743.0,-0.06933716834178974
72429.0,-0.0692024174096859
36425.0,-0.06913474874639923
67663.0,-0.06884261212737969
4617.0,-0.06883351464521029
36863.0,-0.06865846013563572
40873.0,-0.06845965770171149
25969.0,-0.0682285163738608
39572.0,-0.06821946169772257
61465.0,-0.0681341824198967
60472.0,-0.06813398494631327
6107.0,-0.06775814603877471
61047.0,-0.06758954806212397
6016.0,-0.06758791091911705
6067.0,-0.06752783440489259
12924.0,-0.06745886423619442
45740.0,-0.06741323871826145
4430.0,-0.0672635345589407
4408.0,-0.0672115433126482
93633.0,-0.0670638204909527
24898.0,-0.06692533472719231
23958.0,-0.06687409018924063
62824.0,-0.0668731219721592
71658.0,-0.06676112332938589
57315.0,-0.06654328603742546
54103.0,-0.06646753870978817
10518.0,-0.06644771960733153
4481.0,-0.0662473241806186
52348.0,-0.06616224165957117
6074.0,-0.06615988416399939
56212.0,-0.06579704260142795
15848.0,-0.0657830191512579
60917.0,-0.06573069559668156
24348.0,-0.06570000693038047
65591.0,-0.0654849191532245
23426.0,-0.06531579032755236
8042.0,-0.06485622705503065
93530.0,-0.06482031482031482
6281.0,-0.06454849855353006
65652.0,-0.06444263238679969
60930.0,-0.06418889374726716
20635.0,-0.0641235896090265
15684.0,-0.06387803716055264
6414.0,-0.06372904710599031
36278.0,-0.06362083991695776
70446.0,-0.06358534109582183
49688.0,-0.06355307887956935
73024.0,-0.06316423137963115
10982.0,-0.06313202378942234
74126.0,-0.06298081174285967
87523.0,-0.06292671825216203
50864.0,-0.0625986930789673
61322.0,-0.062391612015867
6870.0,-0.06233424589762313
74945.0,-0.06230448087183046
8504.0,-0.06202396091292417
23336.0,-0.06194171570581202
39466.0,-0.06175524119033964
50643.0,-0.061698365764973825
63560.0,-0.061528623954244306
61567.0,-0.06148599772656815
76704.0,-0.06144288830577598
62899.0,-0.061319901846829394
67565.0,-0.06119962367166895
44697.0,-0.06114367642325586
36476.0,-0.061078364345239194
39561.0,-0.06086689434770844
65784.0,-0.060730890303370574
17727.0,-0.06070057866657161
27867.0,-0.06029240522706689
81090.0,-0.06010245066651144
38838.0,-0.06009618311316735
93512.0,-0.0600946705044449
66781.0,-0.0600374739397778
79838.0,-0.059886661129393455
4920.0,-0.05986611496191656
35574.0,-0.05974410920907719
50842.0,-0.05970980729786533
23922.0,-0.059660938432619756
65401.0,-0.05954528597200309
4292.0,-0.05942271809908229
22834.0,-0.05930618424568156
25201.0,-0.05927344817424385
13121.0,-0.058971784735730275
56083.0,-0.05892091027793322
39501.0,-0.0583813103677975
