Zip,City,State,PC
90026,Los Angeles,CA,8.88366440120954
90036,Los Angeles,CA,9.030237742248579
11216,New York,NY,9.230729295426453
90004,Los Angeles,CA,9.626423076618366
90212,Beverly Hills,CA,9.954966398463023
94610,Oakland,CA,10.832853550680655
90048,Los Angeles,CA,11.535787346887233
90266,Manhattan Beach,CA,11.574047174051906
90027,Los Angeles,CA,12.581007055152297
90211,Beverly Hills,CA,13.254527966422804
